age,credit_score,balance,tenure,num_products,has_card,is_active,salary,churn
58,584,68971.57597667698,0,1,0,1,94170.36579866294,0
62,597,9081.902850410705,3,1,1,0,61930.04627017227,1
18,798,34221.76940469135,6,2,1,1,37297.74825102018,0
52,491,32950.132105455385,0,2,1,1,57024.33877589517,0
23,587,95942.21120570465,9,4,1,1,126349.77509656316,0
32,708,92028.76486678622,5,3,1,0,19755.654584007847,0
61,380,71072.78917323283,2,1,0,1,27917.018444820198,0
31,750,5983.143277784577,9,3,0,0,132612.62237328105,0
59,761,47534.4226420112,1,4,1,0,73788.74140094288,0
42,709,30155.34068229096,9,3,1,0,103487.70483559587,0
30,674,94787.03026777964,2,1,0,1,90087.59550028433,0
35,723,107127.39411268738,3,1,1,1,68233.27238530258,0
45,740,102255.42344123533,4,2,0,1,52585.044042572175,0
57,801,29791.22322331918,9,2,1,1,111577.90112419093,0
49,564,0.0,2,2,1,1,128116.82839055776,0
66,578,0.0,9,1,1,0,124209.41735080484,0
63,668,116865.07912328833,3,1,1,0,10726.418317615811,0
57,446,43949.80242720705,2,3,1,0,135245.55089221644,0
49,778,29971.0152693955,6,4,0,1,52103.237290117744,0
33,735,125706.41173744937,6,3,1,0,32248.523122758284,0
39,665,110606.39781953307,3,2,1,0,61533.61516157633,0
24,500,60977.948876791466,1,4,1,0,111556.4217624366,0
37,523,48263.87635744104,3,3,0,1,97023.20920140312,0
66,567,54715.95148747499,5,3,0,0,57230.67940728661,0
40,681,69086.51193549864,0,3,1,0,111883.29334389874,0
23,739,124001.89125278432,0,4,0,0,76993.02903797175,0
51,685,76898.69696948907,9,3,1,1,41351.42672303128,0
68,814,89041.16132156565,0,3,0,1,34598.23585207534,0
63,830,106770.80436280686,4,3,1,1,90511.74222108099,0
32,702,13212.95995902324,7,4,1,0,65874.11320921991,0
41,535,90194.47569896172,3,4,0,0,1224.7423293181928,1
45,649,48217.24981353554,4,2,1,1,112358.07465347515,0
30,562,0.0,0,3,1,0,45986.24856877898,0
31,664,0.0,7,1,1,0,149605.98239943973,0
30,756,19275.295539252576,6,3,1,0,0.0,0
69,534,81248.92914370325,8,4,1,1,60964.57018049943,0
56,602,64551.98261361186,8,3,0,1,35001.11577803862,0
61,372,67374.66828702656,3,2,0,0,21228.87398113306,1
60,718,138037.73930746768,0,3,0,1,45660.46416208117,1
67,594,9236.415405607506,3,2,1,0,158528.38045184908,0
23,579,58902.66583265106,1,2,1,1,77168.50850397517,0
63,616,72177.42091255262,5,1,1,1,30414.598060128556,0
21,457,30549.07533846658,1,3,0,0,0.0,1
42,648,61133.06980331764,9,1,1,0,0.0,0
48,722,0.0,6,2,1,1,43176.84279406324,0
36,524,116396.24869100112,2,4,0,0,38315.600793066995,0
25,415,32735.41789878265,9,4,0,1,58797.46468827573,1
27,543,141256.00659114012,7,2,0,1,0.0,0
60,449,58701.0270433018,4,4,1,0,65415.920247673326,1
34,536,101122.14261596733,1,1,1,1,121386.48875735539,0
34,663,57867.885240353826,3,4,0,0,151142.06236820976,0
66,406,58770.24670957881,5,2,0,1,0.0,0
25,723,36638.82667111969,7,4,1,0,29930.36203804222,0
65,462,64764.95717465111,2,4,0,1,27288.30695127324,0
65,797,72719.9477765619,7,3,1,0,77286.0713762825,0
49,716,28629.659643392803,2,3,0,1,9011.376606177328,0
26,486,54998.22336560463,2,3,0,0,154113.16243633404,0
26,631,35596.045357715455,4,1,0,1,72176.123584287,0
32,405,151986.56278459355,1,1,1,0,63842.68553503941,0
48,399,56410.76920353526,4,2,0,1,149635.68668913888,0
25,828,121809.28606786237,3,2,1,0,69197.61879583259,0
41,751,52175.106767692465,2,3,0,0,90015.17032493444,1
24,427,70371.50566139632,7,2,0,0,32460.086335397544,0
46,491,7145.437134189233,3,3,0,1,1474.896747280829,0
19,448,42117.09632528541,6,1,0,0,39481.91842478846,0
54,547,68421.38683156986,7,1,0,1,179348.7919472412,0
20,495,123440.15323839468,6,4,1,1,101651.04741434779,0
28,514,68879.31110705085,2,4,0,0,83726.7418555525,0
27,614,115348.81444771997,8,4,1,1,21181.330490740016,0
61,444,85629.1644081168,2,2,0,1,115562.54004919229,0
20,791,125096.05357858742,2,3,0,0,2115.336284310426,0
40,713,57638.31130779778,8,3,1,1,0.0,0
48,730,155608.90842607216,3,2,1,1,42055.643855917704,0
44,434,40584.15188343508,6,3,0,0,167724.5455980724,0
53,704,29341.52663209324,0,3,0,1,164894.71161963057,0
59,768,11597.886012438634,6,2,1,0,47438.153587472814,0
38,437,153240.9868623228,8,2,0,0,36290.04909010079,1
61,725,92777.90290471591,7,2,0,1,0.0,0
34,528,46635.17066478766,5,4,1,0,73901.53627600422,0
69,743,109960.90787493979,8,4,1,0,78100.63759940598,0
44,589,87507.68740471128,2,4,0,0,109477.81270984562,0
56,751,138645.09885502362,3,4,0,1,115535.3756662582,0
63,423,0.0,0,2,0,1,60128.90411676835,0
59,544,49385.59566742982,6,4,0,1,97801.39373797922,0
62,486,41499.14464228698,7,1,1,0,34968.0566076732,0
45,474,0.0,7,4,1,0,96852.12666803428,0
20,504,102413.08819118777,7,2,0,0,44638.39609077206,0
43,541,49184.137767865665,1,2,0,0,92972.9257983469,0
27,413,89585.24819946248,6,1,0,1,88925.06626426826,0
64,703,154390.87737318448,7,1,0,0,73440.18128475321,1
30,625,45870.25232689567,2,2,1,1,109726.98590796773,0
29,764,43153.88069371379,4,3,0,0,0.0,0
30,702,64746.56678895984,9,1,1,0,16754.189088953004,0
51,424,99489.89411933639,4,4,1,1,56497.01632234828,1
47,384,37331.478987594004,7,1,1,1,0.0,0
67,561,34761.53611471478,5,4,0,0,49656.77427226473,0
39,590,102287.57080965463,6,2,1,0,51268.48524612249,0
32,470,75145.57295352142,6,2,1,0,135484.18933333468,0
20,741,0.0,6,1,0,1,77126.68511457312,0
18,640,10984.328021235677,7,4,0,1,121471.4788031939,0
37,723,120049.43455308842,9,3,0,1,85083.7359404859,0
66,404,76077.1313231525,2,1,1,1,43216.63643839673,0
45,757,29512.16275851004,9,1,1,1,76685.8403873256,1
64,453,53183.613710600715,6,3,0,0,106471.31669660864,0
23,574,60529.46691206681,5,4,0,0,129670.06632212905,0
22,569,89429.33441120655,3,1,0,1,63384.49685327833,0
61,760,5669.464205648423,4,1,0,0,0.0,0
23,488,26362.03445318168,6,3,1,0,0.0,0
20,470,70918.23019453556,3,1,1,1,53679.36949415565,0
39,519,56006.61678018199,2,2,0,1,0.0,0
66,530,82874.36730546839,8,1,1,0,159755.22328684153,0
53,440,10819.704105616089,4,2,1,1,99846.66156998667,0
23,438,74285.14705085284,6,3,1,1,38216.649525137764,0
61,465,103663.34477509889,0,2,1,0,14517.620299560214,0
61,583,79472.74188597134,0,2,0,0,121405.9547988055,0
59,521,65564.46959046368,8,2,1,1,14318.14221744972,0
64,546,56164.65589736117,1,3,0,0,19088.661819947374,1
30,709,26605.953889139928,7,1,1,1,31702.70299866541,0
68,470,57120.05630240846,9,1,0,0,75704.37072871627,0
34,804,110388.23411521624,4,1,0,0,101039.87195736992,0
59,725,55238.85973599499,8,4,1,0,129633.61167078314,0
48,437,24407.840426063594,4,3,1,0,122248.56494733508,0
58,506,40310.11644938454,9,1,0,1,70038.68546173708,0
50,441,68034.01189103721,2,2,0,0,121026.09868781669,0
51,486,45059.440112766126,4,2,0,0,36450.01930118199,0
50,532,79412.13132252563,3,1,1,0,0.0,0
58,415,80913.75042996122,7,4,0,1,36443.446414474594,0
56,357,95559.32721618592,0,4,1,1,29686.97428618563,0
24,569,116942.3788906013,8,1,1,1,38400.64641004116,0
60,700,99834.34897489444,0,1,1,1,22031.263537905543,0
45,501,22630.437434081607,3,2,1,1,46944.52112101439,0
34,780,23858.62213694911,5,3,1,1,101000.8607046789,0
44,534,56969.140941607024,1,4,0,1,155762.85513312859,0
68,800,41952.985710423425,4,2,1,0,0.0,0
62,467,14466.930921562292,9,2,0,1,5613.268654962791,0
61,619,42332.32823308023,8,1,1,1,30427.68706359162,0
42,731,41019.48265523844,0,1,0,1,108287.09387182964,0
58,379,33126.09040955177,5,1,1,1,59752.62785134751,0
38,815,47368.42055379978,5,2,0,0,33794.53884481886,0
53,532,107138.03401273325,0,3,0,0,105836.65038527106,1
51,598,67969.52164996957,6,1,1,1,117819.51331709843,0
30,664,158872.36304221879,5,1,1,0,69062.00202881849,0
31,671,66820.32744078597,6,4,0,1,29189.03866897281,0
21,361,48397.369042509934,2,4,0,1,83513.97836176964,0
25,783,60165.31530619464,2,3,1,0,58336.589577371655,0
40,661,70259.6791377416,7,3,0,0,57949.33781072697,0
42,849,77410.15828684255,7,3,1,1,44379.98906990819,0
26,585,143068.45303436095,1,2,0,0,116249.16236610444,0
39,656,26187.181400897258,2,1,1,0,82494.01131633969,0
49,570,94361.84232710942,5,2,1,0,121785.0440944815,0
30,794,68310.02390456495,8,3,1,1,136816.30727390628,0
35,766,0.0,2,3,0,0,92949.03844333204,0
37,804,90827.95128379053,2,3,0,0,44676.1442557424,1
44,602,110704.94243215618,8,3,0,0,122016.31161098924,0
37,745,25712.94384890281,6,1,0,1,93283.23511391772,0
56,529,59642.645284321174,9,3,0,0,200168.38884038196,0
35,580,0.0,7,4,0,0,85505.14442473432,1
40,730,9647.741612626538,9,3,1,0,104884.4019507042,0
37,390,101921.1831046901,1,3,1,1,84521.19456480158,0
27,705,41343.33975970262,2,1,0,0,65045.070406594095,0
53,357,15647.881002478432,2,4,0,0,57060.42252062168,0
30,640,69178.4145783372,0,2,1,0,84712.19223292834,0
33,588,39103.50274275907,7,2,0,1,96058.78759069277,0
59,584,41167.13368897856,6,2,1,0,127719.39498222125,0
67,597,89573.04102699613,0,1,0,0,85442.52791518821,0
52,595,13530.66564262614,1,4,0,1,46855.541228738555,0
65,553,23785.39149272671,1,3,0,1,53657.30017005083,0
62,575,66163.19968595475,4,2,0,1,3853.152854840955,0
43,634,98776.39162992821,4,4,1,0,153060.69217861549,0
58,731,109526.41205959399,2,1,0,1,42941.31932395756,0
35,626,33397.531185535074,9,2,1,0,118372.02300689532,0
41,671,97495.07867678592,2,3,0,1,83827.54287212668,0
45,768,28634.308261183643,5,1,1,0,85186.59154197035,0
67,844,133048.373876272,4,3,0,0,64127.60623638316,0
62,404,14649.158983210866,3,4,1,1,30610.055568666336,0
43,706,113139.15243166924,8,3,0,1,21573.22997540125,0
51,462,33740.55572725105,9,1,0,0,156423.26944024686,0
28,448,140529.858191784,0,3,1,0,75698.05394186231,0
59,746,83652.82915409937,4,2,0,1,126263.38730938254,0
46,384,19359.338823671125,1,3,1,1,139245.34688226256,0
45,773,39110.46081829973,4,3,0,0,49457.65349503929,0
57,735,91247.24820894966,6,1,1,1,91175.28829639222,0
50,847,102105.77670462246,4,1,1,1,72250.5387745674,1
21,683,57171.37633102149,3,1,0,0,12139.309849155557,0
32,786,61786.33123853865,3,1,1,0,60726.0012047872,0
27,409,90334.12130576262,2,2,0,0,99375.32951196138,0
56,794,65271.9370804328,3,1,0,0,45048.537249457106,0
19,430,8259.805626464971,3,4,1,0,53757.84023140694,0
28,507,27481.039014392773,6,4,1,0,61331.65723071774,0
49,414,69404.79772606661,0,1,1,0,175576.46656550516,0
54,550,108619.29665990775,0,2,0,0,0.0,0
44,724,124639.29696648191,5,3,0,0,95082.16495136295,0
62,484,91181.176830858,6,3,0,0,57333.04613739176,0
65,761,71491.63044145454,2,3,1,0,37967.254574878316,0
24,653,89952.55543929909,2,4,1,0,56106.21464218674,0
67,664,33329.965991725774,6,3,1,1,103368.81219167114,1
49,819,53870.761589671434,3,3,1,1,106226.17970102804,0
51,565,27034.771146420935,7,3,0,0,79300.85612173766,0
22,522,10050.295571691538,1,3,1,1,124637.06582283136,0
50,847,73341.9604654482,1,2,1,1,133441.64975502883,0
55,628,67420.53226338974,5,3,1,0,110818.79709753071,0
48,657,87506.09938036051,3,4,0,0,42690.37744263905,0
22,498,81844.4732356979,7,2,0,1,94722.07746064384,0
45,457,69705.77085295448,5,1,0,1,94960.03295692848,0
66,434,82264.66662710217,3,3,1,0,29218.42831767242,0
55,461,58292.67615090094,1,4,1,0,0.0,0
25,447,76515.65580889603,1,4,1,0,0.0,0
67,723,30954.223892545615,7,3,0,0,73492.77450560758,0
67,378,74788.2370255652,2,4,1,0,84901.98574334591,1
26,664,86736.70741144038,5,2,0,0,10910.921117379286,0
59,824,33212.74287711187,8,2,0,0,122301.61662756812,0
39,732,62073.283959713866,8,2,1,0,77610.90746482062,0
48,551,35055.89961482561,2,2,1,0,137472.63074576762,0
41,379,38939.7321393554,1,3,0,1,88526.79349917955,1
58,767,15002.825795913814,7,4,0,1,16683.321406042436,0
69,351,110630.99700666222,6,2,1,0,92914.06066450744,1
59,690,102627.4069888019,3,1,0,1,103505.53474360507,0
66,685,81497.35416909348,5,4,0,1,42618.82070564971,0
67,445,138887.83807775256,1,4,1,1,0.0,1
22,719,52430.17213726433,7,4,1,0,75014.8032153303,0
31,437,181270.49660442537,7,2,1,0,19957.768234190757,1
55,462,50898.82338547119,2,3,1,0,126044.38315305658,0
48,755,70207.73407024065,4,3,1,0,49641.16597867037,1
20,839,44088.88344239167,3,4,1,1,156230.05532466492,0
22,482,74893.0224024122,0,4,1,1,0.0,0
45,810,93424.59711544978,1,4,1,0,76739.7802072574,0
50,806,55443.34427787664,9,2,0,0,141469.63200506603,0
26,734,131068.79388470482,4,1,1,1,25484.784205635166,0
26,420,69565.97138533843,1,1,1,0,62039.953218648225,0
24,499,70819.41544440796,0,4,0,1,49848.2142817978,1
47,688,23640.092219451304,3,4,0,0,35811.61789238586,0
18,849,76739.96298201538,9,1,1,0,82231.13205571407,0
47,757,54638.911167625374,3,2,1,0,5228.919950044816,0
42,560,35670.41082650852,9,1,1,0,64451.56093348872,0
42,467,28941.023674065444,4,2,0,1,95799.71188422867,0
53,830,166870.5351902674,7,3,1,0,59245.314430667844,0
45,488,49460.909992838584,7,3,1,0,19989.79000071122,0
55,521,1720.58316874929,0,2,1,0,121509.26993007508,0
57,832,32071.141610697097,0,2,1,0,106512.8480808425,0
65,630,57937.28642095146,9,3,0,0,17940.641434812933,0
59,482,81866.6813046594,9,3,1,1,5294.621748872931,1
44,352,82191.86086901254,1,1,0,1,22403.77920030879,1
43,564,87064.58207106101,6,1,0,1,97263.65827436076,0
30,843,34205.587734506815,9,2,0,0,83778.64494812729,0
49,566,73617.61774006182,9,2,0,0,109504.13562228571,0
25,699,24957.62143557686,2,4,1,0,53692.48909746925,0
66,476,35214.28067943953,8,4,0,0,23763.288124994644,0
61,737,23291.64101998962,6,3,0,1,115942.32442072495,0
24,737,12464.445816069223,9,1,0,1,42327.574327441806,0
58,654,102568.37955432035,1,1,0,0,79327.40279269894,0
24,735,87544.4680391555,6,2,1,0,0.0,0
55,639,99066.61479912521,0,3,1,0,41509.47878386003,0
22,539,61572.52264097185,3,3,0,0,120469.81604707567,0
43,718,91072.30795460586,0,1,0,1,34186.27166650712,0
52,767,0.0,4,4,1,0,110725.19107257498,0
55,770,94523.5007218142,8,2,1,1,0.0,0
39,456,67084.79320020121,6,3,0,0,42030.41701784069,0
65,688,85084.38400596663,3,1,1,1,61432.26770609337,0
58,352,75200.93196194453,4,4,0,1,157127.01516712026,1
28,635,20517.793818524537,3,3,0,0,11546.85599927741,0
52,635,78.4089843581387,7,1,1,1,103549.66477235447,0
55,531,31517.83335268147,2,2,0,0,122846.58906243969,0
35,847,82596.69125091648,0,2,0,1,33925.51763778628,1
56,791,87603.65660701582,5,1,0,0,51323.80256136551,0
64,369,5282.308904725491,8,4,0,1,77081.43869059517,0
60,454,20756.025301271417,4,4,1,1,0.0,0
57,453,31070.572562366426,2,4,0,1,47244.839406932166,0
50,798,45707.79758932737,0,2,0,0,133805.6020473208,0
32,609,5517.966765893914,9,3,0,1,96132.74054322104,0
59,714,3117.9293543946915,7,2,0,0,62162.435525837864,0
36,754,27126.588143697845,1,2,1,1,75653.61809182417,0
45,733,63450.15344900022,0,3,1,1,99045.26827648858,1
34,394,12776.226409860377,1,2,0,0,108620.50739550567,0
34,420,55367.859601129356,3,4,1,0,42179.2926310449,1
26,547,102342.1126456726,8,1,0,0,146736.04716398346,0
67,519,7928.810503459601,1,1,0,1,135817.41006023303,0
25,723,51742.16966357842,8,4,1,1,103862.88151766064,0
22,428,100990.2693500309,0,4,0,1,27852.00670770544,1
66,535,43269.26438544763,7,4,1,0,18988.80466147034,0
46,468,37053.21236566325,2,2,1,1,53669.81017017034,0
40,444,106539.83257225895,9,2,1,0,73038.25488222054,0
56,436,47751.91684113809,4,1,0,0,0.0,0
37,447,104179.80100822271,2,2,0,0,94734.6566772628,0
24,632,77158.61564508795,2,3,1,0,134373.1131924236,0
55,555,46286.21388360653,8,2,1,1,98823.70699154388,0
27,567,79187.62122390121,4,2,0,0,36197.359859788245,0
46,589,72817.98055384151,3,1,0,0,30279.830129975468,0
67,720,100835.31284009897,7,2,1,0,84992.61720870393,0
66,780,38066.17848539926,5,3,0,0,62334.81423309101,0
36,613,61648.24267126479,6,3,0,1,92152.0587127954,0
58,671,57539.3728158145,4,3,1,0,100086.06863028173,0
49,719,88165.92566559139,0,4,1,0,124594.52644473311,0
42,695,18992.832222232973,0,1,1,0,13393.828553523905,0
25,417,100679.08192951424,0,2,1,1,81080.9473924656,0
37,841,78653.15088681667,5,3,1,1,51826.24980193382,0
51,432,7322.99705468215,5,2,0,1,65068.24780323193,0
69,555,108330.51301922002,7,4,1,0,113220.4426334372,0
18,676,149363.72323190927,8,1,0,0,118656.29365256216,0
55,551,100073.3587819763,1,1,0,0,139922.1825191827,0
62,471,117079.39068905877,9,2,1,0,91279.51251841338,0
67,811,63414.85526410352,9,2,1,0,64499.16046221028,0
40,385,0.0,6,4,1,1,57356.076527480815,0
24,472,0.0,5,2,1,1,0.0,0
32,846,70203.28175471033,1,2,0,1,136986.7522449302,0
62,714,36320.8476908008,1,1,0,1,53905.0793107165,0
63,393,23416.94886690595,0,2,0,1,95294.85300014552,1
51,727,57490.13264125299,6,3,0,0,103949.82628712163,0
24,834,84623.41151445152,4,3,0,0,7734.224547493031,0
24,398,1889.6981295141159,1,3,0,0,23832.680377018274,0
42,557,42044.895188784605,1,2,0,0,147350.99535277468,0
48,584,120394.82732481262,0,1,1,1,84521.77578417721,0
19,415,16988.464791145016,6,1,1,0,40970.7167850742,0
53,450,94790.44748659825,6,1,0,1,63682.64944362281,0
46,436,40610.769538040244,6,3,0,1,124311.84524164195,0
18,442,81831.75039399811,1,4,0,0,116715.72398671521,0
22,551,103893.10028811469,0,4,0,1,0.0,0
41,581,89651.27067940086,1,2,1,0,151714.19218359463,0
55,468,96366.38408855506,7,1,1,0,118307.40154993397,0
60,494,13936.258663681758,7,3,1,0,62376.23753292069,0
40,446,104546.38826965194,2,1,0,0,10413.877845663985,0
33,748,25892.275414607204,0,3,0,0,122700.43200304627,0
68,455,70381.67062286154,3,2,0,1,93821.37501473098,0
41,803,70329.84747988908,8,4,1,1,0.0,0
34,619,79404.90235478323,1,3,1,1,58396.09623208115,0
41,751,73478.26704240762,7,3,1,1,226308.64713962443,0
18,668,26247.600859011072,4,2,1,1,70825.08787072108,0
33,483,6005.303508171353,1,4,1,1,32901.47028321715,0
44,650,94893.94719847073,9,3,1,0,19575.168734667976,0
65,487,67433.38310075662,5,3,0,1,158604.949171471,0
56,409,105975.07363831271,6,2,0,1,112387.9744788844,0
58,477,58210.68263248528,0,2,0,0,140371.95569586137,0
46,487,3793.4255729215874,3,4,0,0,82409.2642046079,0
23,417,98645.18724016425,6,2,1,1,132700.96176663932,0
38,361,45185.17561355572,6,1,0,1,27583.98052260447,0
69,821,73680.13829684084,0,2,0,0,78129.54904575291,0
20,606,34101.62286081923,6,2,0,0,84352.67574863682,0
63,551,125772.06840934762,9,2,1,0,139122.34659376106,0
53,814,24937.407032672127,7,1,1,0,85942.15200702277,0
32,462,46502.80983575301,2,1,0,1,38724.412913189255,0
58,551,64297.948107892655,9,2,0,0,73203.6919460187,0
61,773,16312.706916521674,6,2,1,0,0.0,0
20,666,73220.7811435038,0,1,1,1,0.0,0
23,549,124476.41909869961,1,2,1,1,111567.06850541435,0
52,477,40381.513572251584,9,2,1,1,51262.8056846828,0
69,367,75805.71276126902,2,1,1,1,56929.13505098662,0
19,392,0.0,0,2,1,0,111547.33396833074,0
52,430,58442.831980606374,4,2,1,1,139850.51925222995,0
25,743,47478.30856295179,5,1,0,1,96724.39774137916,0
51,669,27260.095903584603,5,4,1,1,166403.6415108906,0
50,566,103258.01878514129,6,1,0,0,95134.45670286387,0
22,741,46950.25273504687,9,3,0,0,85110.67317899974,0
53,430,52900.9005162565,7,3,1,1,82019.44112522996,0
64,455,44912.28500843715,0,4,0,0,5725.221893319183,0
62,546,0.0,0,3,0,1,117799.93028200611,0
19,808,14720.542396921555,0,3,1,1,0.0,0
30,657,98443.73944480866,3,4,0,1,40687.35713621109,0
30,775,0.0,3,4,1,1,71146.51752838062,0
41,474,29347.386015371776,9,1,0,1,30511.883829331855,0
25,774,44011.197748409446,3,4,1,1,47412.20384635893,0
62,386,129744.87469166261,0,2,1,1,161968.77831136144,0
58,463,90744.15061985476,8,1,1,0,125201.19428908394,0
60,611,37713.17891787602,2,3,1,0,35708.615959663046,1
28,375,112180.54788462204,9,4,0,0,46521.67445138118,0
18,779,30379.367179955214,7,1,1,0,6149.802572407811,0
65,783,100363.99214936022,8,1,1,0,105249.68930030685,0
33,620,5644.910163079374,8,4,1,0,57512.877479476214,0
52,502,102930.3132715663,1,3,1,1,0.0,1
65,399,43754.65418116057,6,1,1,0,75039.17959050291,0
19,659,18859.83036234921,4,4,1,1,91948.94418009129,0
18,618,51314.25547694744,6,2,0,1,118157.04865875264,0
18,729,71093.76718880859,7,2,1,1,66332.26027116126,0
26,651,40210.062778971514,5,2,0,0,51366.44186068092,0
20,414,82158.14023981296,3,3,1,0,169313.2340244764,0
60,410,36680.2446534373,9,1,1,1,70329.3078049776,0
49,740,84814.89575725431,6,2,1,0,105978.09157989675,0
68,429,77688.88248146398,8,2,0,1,43023.01783118707,0
59,819,57563.0778116826,2,1,0,0,104495.48258179164,0
68,402,42344.70750536201,8,4,0,1,0.0,0
30,714,66061.63183061064,3,1,1,0,46896.62271406832,0
32,837,82010.14972134797,4,4,1,1,9586.288028697301,0
62,570,142471.96610926435,8,1,0,0,39751.33390652663,0
30,378,97576.81687192724,3,2,0,0,132523.50201155356,0
20,788,99039.59799263364,2,1,0,1,39383.70553481511,0
52,443,183540.48779441134,9,2,0,0,105912.80627370422,1
59,613,80638.33907071376,9,3,0,0,145863.25910285203,0
68,842,79385.74045246809,3,1,0,1,68621.13431983406,0
66,722,88160.60297286617,3,3,0,0,119688.355252814,0
24,373,19641.360896469872,2,4,0,0,96554.29790693376,0
58,760,42243.93454324975,0,2,0,1,75821.84652917663,0
61,430,39753.22933230664,5,1,1,0,107515.77946584647,0
54,724,85904.55908878247,2,3,1,1,161996.90449959267,0
60,660,53033.01751115205,8,1,1,0,38136.55437457237,0
61,493,65528.93701897211,1,1,1,0,22039.95499119626,0
41,561,103498.18480593858,6,2,0,0,19104.27271723283,0
20,408,94526.02954816556,5,2,1,0,119721.39848682773,0
41,843,53531.15987835012,6,1,1,1,126468.38115641764,0
28,469,33200.1961248711,1,4,0,1,43148.15333330324,0
23,504,105410.98926612755,4,3,0,1,0.0,0
24,601,90955.64723639464,6,4,0,1,36262.163003845715,0
54,686,0.0,3,2,1,0,97392.70889034981,0
44,602,47473.842443668764,8,2,1,1,66663.84305085836,0
46,602,66620.6184806705,5,4,0,0,79017.38733776835,0
56,641,91153.18868484125,3,1,1,0,43832.77908622011,0
46,778,96404.05979759085,0,2,0,0,120704.45623548824,0
50,547,71356.24004701895,1,4,1,1,87159.59008773182,0
22,766,83409.90125435425,4,2,0,0,99323.1736181901,0
62,743,62565.47209512615,4,4,1,1,77953.28415133408,0
41,830,33045.932472777575,8,2,0,0,96218.40818054219,0
26,806,49549.42435834984,7,2,1,0,92928.58440904807,0
60,749,60759.64746560433,1,4,0,1,23596.2685932109,0
56,473,58612.829999256406,5,1,1,0,88653.1547687564,0
20,737,0.0,4,4,0,0,109575.408597326,0
28,718,44100.66660282275,1,1,1,1,127757.07330974219,0
18,494,62248.22612356608,6,2,1,0,90805.35741418564,0
32,688,48745.20032377196,5,3,1,0,21737.474063423193,0
23,476,50127.04817953657,0,3,0,1,29434.133521299853,0
54,611,79519.6548321835,4,4,1,1,48242.59593735346,0
45,748,16841.712518054643,7,4,0,0,79473.19540682624,0
68,444,0.0,3,3,0,1,63888.19493462034,0
56,518,46073.20836653301,3,3,0,0,13813.396718454314,0
49,747,90564.57622007158,1,2,0,0,13513.998284247435,0
44,576,127502.12157946554,2,4,1,0,0.0,0
20,830,91285.12956378961,9,3,0,1,0.0,0
21,353,1269.4496052461109,6,1,1,0,63410.90885225374,0
50,710,50705.31042492915,1,4,1,0,186011.51875714277,0
18,757,70265.37524326118,4,2,0,1,159838.97618957132,0
20,808,67103.64467694369,1,2,1,1,21088.42939385144,0
29,428,81572.18211771495,4,2,0,0,77495.16486953052,0
63,842,23318.042141569567,1,4,0,1,0.0,0
41,546,62597.7235020297,6,2,1,0,4394.52345709395,0
54,526,76812.91319104517,5,2,1,1,10126.370118481012,0
39,527,93026.83813214638,6,1,1,0,58725.06577790835,0
27,669,27771.273335488317,4,2,0,0,60877.019489401195,0
37,679,46193.72531028408,2,1,1,1,82635.09854034294,0
22,586,0.0,2,3,0,1,103160.81948521415,0
58,385,35141.521296889034,2,4,0,1,53155.953830242084,0
27,843,39023.40428115828,4,2,1,1,71810.0985331314,0
37,461,19216.61967330228,4,4,0,0,15309.37466548953,0
68,396,66624.48600930607,6,4,0,1,2775.1487871409336,0
48,648,57762.18271818927,0,1,0,1,0.0,0
41,556,0.0,2,3,0,1,102462.39005641137,0
46,657,68620.31877207026,8,3,1,0,53104.60759558783,0
58,787,22867.034768438905,9,2,0,0,0.0,0
31,398,79427.5583676206,9,4,1,1,66845.55236581952,0
51,492,8725.950090853381,3,2,0,1,7558.933410695827,0
63,608,61200.2615412376,1,1,1,0,153018.9409486486,0
47,743,48673.46684453976,1,3,1,0,41058.913920658684,0
41,650,72124.07539801321,1,1,0,0,104075.29929095606,0
25,541,64987.891106053874,9,2,1,0,124448.15136924936,0
30,655,49793.43299914182,8,3,1,1,22253.577372147935,0
67,839,0.0,8,3,1,1,73802.35587773539,0
46,590,911.6814615587355,7,2,0,1,97673.39506940733,0
33,791,36644.522436311236,3,2,1,1,75777.30862050534,0
39,739,59668.80464281652,4,1,1,0,88055.0379654909,0
48,500,35670.08211203532,8,2,0,1,3518.530322042323,0
45,474,85008.47722317862,8,3,0,0,97701.81098572622,0
54,735,48831.16323153266,5,3,1,0,45691.79029136455,0
31,453,21399.49100881959,8,2,1,0,87472.56116420703,0
51,518,48876.14828048363,3,1,0,0,115999.44227757322,0
41,467,69034.3934526621,4,3,0,0,103440.42537591368,0
66,653,72995.38875298337,8,3,0,0,87435.98627447369,0
26,497,135135.16527972516,3,1,1,0,102106.41480922584,1
25,679,33243.62639986322,7,3,1,0,104420.55269443926,0
42,817,57060.853536383984,4,1,1,1,144775.0580691963,0
44,764,77044.95787277706,2,2,0,1,68297.46502686145,0
53,823,59063.08163196739,2,3,0,0,78197.84967211944,0
39,362,39975.274160453875,6,3,0,1,116603.34044880558,0
65,577,0.0,4,3,1,1,45480.61951182435,0
42,460,39566.617637879375,3,4,0,0,3236.626366100725,1
24,808,17051.903491287958,7,1,0,0,94661.50872913853,0
24,705,0.0,0,4,1,0,59698.81576920277,0
68,510,28172.84633317654,0,2,1,1,9623.629413281611,0
24,631,18116.33116934182,9,2,0,0,95027.09646899186,0
